"body","entityname","userid","username","createdAt","entityName","address","city","country","state"
"🍗🍟👌😋","Absurd Bird","106173579224565293482","Kala Shivaramaiah","2019-05-26 06:01:10.962+00","Absurd Bird","25 Peter Street, London","","United Kingdom","England"
"🏛️🚶‍♀️🏨😅😴","Green Park","106173579224565293482","Kala Shivaramaiah","2019-05-26 06:20:07.752+00","Green Park","London","","United Kingdom","England"
"🚫🎟️😡","The Queen's Gallery, Buckingham Palace","106173579224565293482","Kala Shivaramaiah","2019-05-26 06:31:25.875+00","The Queen's Gallery, Buckingham Palace","Buckingham Palace, London","","United Kingdom","England"
"🦢🦢🦆🦆😂","Leeds Castle","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","Sampath Kumar","2019-05-26 06:42:13.998+00","Leeds Castle","Maidstone","Broomfield","United Kingdom","England"
"🍕🍺👌","Chapter","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","Sampath Kumar","2019-05-26 06:44:02.166+00","Chapter","11-12 Burgate, Canterbury","","United Kingdom","England"
"🍗🍺👍","Absurd Bird","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","Sampath Kumar","2019-05-26 06:51:43.791+00","Absurd Bird","25 Peter Street, London","","United Kingdom","England"
"😊","Oxford Botanic Garden","106173579224565293482","Kala Shivaramaiah","2019-05-26 13:06:04.561+00","Oxford Botanic Garden","Rose Lane, Oxford","","United Kingdom","England"
"📕💷😂","Scriptum","106173579224565293482","Kala Shivaramaiah","2019-05-26 23:30:07.256+00","Scriptum","3 Turl Street, Oxford","","United Kingdom","England"
"🏰🎨🖌️☀️😊","Leeds Castle","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2019-05-27 00:19:40.184+00","Leeds Castle","Maidstone","Broomfield","United Kingdom","England"
"🌶️🍖🍄🍕😍","Chapter","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2019-05-27 00:21:07.053+00","Chapter","11-12 Burgate, Canterbury","","United Kingdom","England"
"🍗🍟👍🌧️🌧️","Absurd Bird","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2019-05-27 00:36:10.725+00","Absurd Bird","25 Peter Street, London","","United Kingdom","England"
"🎟️🚫🤷😐","The Queen's Gallery, Buckingham Palace","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2019-05-27 00:39:05.611+00","The Queen's Gallery, Buckingham Palace","Buckingham Palace, London","","United Kingdom","England"
"💚🧫⛲😱😍","Oxford Botanic Garden","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2019-05-27 00:40:30.948+00","Oxford Botanic Garden","Rose Lane, Oxford","","United Kingdom","England"
"🦴🦢🦍🐅😍","Grant Museum of Zoology","106173579224565293482","Kala Shivaramaiah","2019-05-27 16:15:23.479+00","Grant Museum of Zoology","Rockefeller Building, 21 University Street, London","","United Kingdom","England"
"☠️🦴🦅📝⌛","Grant Museum of Zoology","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2019-05-27 19:06:45.732+00","Grant Museum of Zoology","Rockefeller Building, 21 University Street, London","","United Kingdom","England"
"🍓🦊🍫😩","Pekoe","oCO1XnwTPub9pAXnMwOpAwQq65m1","Aayushi Gupta","2019-05-28 05:47:55.252+00","Pekoe","3276 South White Road, San Jose","San Jose","United States","California"
"🐔🥗🥐👍","Mademoiselle Colette","10155200088205955","Ranjitha Kumar","2019-05-28 20:46:09.118+00","Mademoiselle Colette","816 Santa Cruz Avenue, Menlo Park","Menlo Park","United States","California"
"☕🌾🥛👍","Mademoiselle Colette","10155200088205955","Ranjitha Kumar","2019-05-28 20:47:36.697+00","Mademoiselle Colette","816 Santa Cruz Avenue, Menlo Park","Menlo Park","United States","California"
"🎮🕹️🎲🃏🎱","Gamescape","10155963998008817","Deniz Arsan","2019-06-01 19:45:11.367+00","Gamescape","333 Divisadero Street, San Francisco","San Francisco","United States","California"
"🍑🧀🍵😋","Atulea","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2019-06-01 19:48:05.455+00","Atulea","1715 12th Avenue #100, Seattle","Seattle","United States","Washington"
"🍆🍔🐳🍟","Plum Bistro","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2019-06-01 19:50:43.017+00","Plum Bistro","1429 12th Avenue, Seattle","Seattle","United States","Washington"
"🇯🇵🍱👍","Sankaku","10155200088205955","Ranjitha Kumar","2019-06-02 16:45:52.451+00","Sankaku","Terminal 3, San Francisco International Airport, South Mcdonnell Road, San Francisco","San Francisco","United States","California"
"🌉🛫🛬🌬️","San Francisco International Airport Station","10155200088205955","Ranjitha Kumar","2019-06-02 16:55:27.339+00","San Francisco International Airport Station","San Francisco","San Francisco","United States","California"
"🌿🕷️⛑️🙏😌","Plant Shop Seattle","IVxTrnRwMxWyhshYhy7iKvbdYmm2","Sunaya Shivakumar","2019-06-04 04:55:14.259+00","Plant Shop Seattle","411 East Pine Street, Seattle","Seattle","United States","Washington"
"🏨🌊☀️☺️","Embassy Suites by Hilton San Francisco Airport Waterfront","10211909841598672","Cynthia J Coleman","2019-06-04 23:42:06.71+00","Embassy Suites by Hilton San Francisco Airport Waterfront","150 Anza Boulevard, Burlingame","Burlingame","United States","California"
"🦷⛏️🚿✨😁","Bacheller David DDS","10155200088205955","Ranjitha Kumar","2019-06-05 15:51:38.477+00","Bacheller David DDS","305 West Clark Street, Champaign","Champaign","United States","Illinois"
"☀️🎢🎠🤪😆","Six Flags Great America","BuwUXSWbNjTj3kKxwcsziytAtin1","Shruthi Kondin","2019-06-06 22:00:05.965+00","Six Flags Great America","1 Great America Parkway, Gurnee","Gurnee","United States","Illinois"
"🥃🍹🥇🤪","The Clumsies","105856798281199967470","Sujay Khandekar","2019-06-07 17:32:39.511+00","The Clumsies","Praxitelous 30, Athina","Athina","Greece",""
"🏝️⚪🔷🕶️🏖️","Oia","105856798281199967470","Sujay Khandekar","2019-06-09 11:22:59.573+00","Oia","Oia","Oía","Greece",""
"🇬🇷🍲🐟🍖🤩","Melitini","105856798281199967470","Sujay Khandekar","2019-06-09 15:56:21.419+00","Melitini","Oia","Oía","Greece",""
"😋♨️🌶️🍛🍲","Hi Pot","10212391291791338","Jinda Han","2019-06-11 18:57:01.089+00","Hi Pot","19066 Stevens Creek Boulevard, Cupertino","Cupertino","United States","California"
"🥟👍🥗🍜🍲","Old Town Shanghai","10212391291791338","Jinda Han","2019-06-11 18:58:49.066+00","Old Town Shanghai","251 South Mary Avenue #1, Sunnyvale","Sunnyvale","United States","California"
"🏖️🍝🐟🍺😋","Hippie Fish Mykonos","105856798281199967470","Sujay Khandekar","2019-06-12 15:35:02.21+00","Hippie Fish Mykonos","Agios Ioannis, Mikonos","Agios Ioannis Diakoftis","Greece",""
"🥣🍓💪👍","Vitality Bowls Redwood City","10155200088205955","Ranjitha Kumar","2019-06-12 18:59:16.411+00","Vitality Bowls Redwood City","835 Middlefield Road c, Redwood City","Redwood City","United States","California"
"☀️🎨🛣️👀","907 S 3rd St","oCO1XnwTPub9pAXnMwOpAwQq65m1","Aayushi Gupta","2019-06-14 01:03:49.632+00","907 S 3rd St","Champaign","Champaign","United States","Illinois"
"🐟🦐👌","Zorbas","105856798281199967470","Sujay Khandekar","2019-06-14 19:31:01.096+00","Zorbas","Akti Koumoundourou 14, Pireas","Pireas","Greece",""
"👧🤕🖕🦴🙁","Carle Foundation Hospital Emergency Room","10211909841598672","Cynthia J Coleman","2019-06-18 03:34:48.574+00","Carle Foundation Hospital Emergency Room","600 West Park Street, Urbana","Urbana","United States","Illinois"
"🍻🥃😂😂😂","Hardwood Bar & Smokery","105856798281199967470","Sujay Khandekar","2019-06-20 05:06:20.446+00","Hardwood Bar & Smokery","680 8th Street Ste. 170, San Francisco","San Francisco","United States","California"
"📄📄📄👍👎","Jen-Hsun Huang Engineering Center","10155200088205955","Ranjitha Kumar","2019-06-20 18:47:51.636+00","Jen-Hsun Huang Engineering Center","475 Via Ortega, Stanford","Stanford","United States","California"
"🏃🏽‍♀️👃🏽🤧😅","Jen-Hsun Huang Engineering Center","10155200088205955","Ranjitha Kumar","2019-06-21 17:36:47.032+00","Jen-Hsun Huang Engineering Center","475 Via Ortega, Stanford","Stanford","United States","California"
"🤖🍛🌶️🤙","Spyce","10156139627340802","Aswin Sivaraman","2019-06-28 16:30:12.853+00","Spyce","241 Washington Street, Boston","Boston","United States","Massachusetts"
"🔡❔💡😎🕵️‍♀️","SPYSCAPE","qKSVykMsNtPtEshtwLbOLYylXeJ3","Julia Megan Sullivan","2019-06-29 01:10:21.541+00","SPYSCAPE","928 8th Avenue, New York","New York","United States","New York"
"🍱🇯🇵🌮😍🤤","Takumi Taco","qKSVykMsNtPtEshtwLbOLYylXeJ3","Julia Megan Sullivan","2019-06-29 01:14:28.895+00","Takumi Taco","75 9th Avenue, New York","New York","United States","New York"
"🔯🗽🥯🐟💗","H&H Bagels","qKSVykMsNtPtEshtwLbOLYylXeJ3","Julia Megan Sullivan","2019-06-29 16:00:34.466+00","H&H Bagels","1551 2nd Avenue, New York","New York","United States","New York"
"🍛🍚🍣🌾👌","The Mad Monkfish (formerly Thelonious Monkfish)","10156139627340802","Aswin Sivaraman","2019-06-30 18:45:56.268+00","The Mad Monkfish (formerly Thelonious Monkfish)","524 Massachusetts Avenue, Cambridge","Cambridge","United States","Massachusetts"
"🐔🌯😌","Shan Restaurant","105856798281199967470","Sujay Khandekar","2019-07-06 17:01:23.741+00","Shan Restaurant","20007 Stevens Creek Boulevard, Cupertino","Cupertino","United States","California"
"🥣🍓👍","Napa Farms","10155200088205955","Ranjitha Kumar","2019-07-06 17:03:28.64+00","Napa Farms","San Francisco International Airport, Terminal 2, Boarding Area D, San Francisco","San Francisco","United States","California"
"🇲🇽🍩🍨😋","Firecakes Donuts","10155200088205955","Ranjitha Kumar","2019-07-07 20:03:21.852+00","Firecakes Donuts","68 West Hubbard Street, Chicago","Chicago","United States","Illinois"
"🏃🏽‍♀️🏋🏽‍♂️💪🏽😅","Virgin Hotels Chicago","10155200088205955","Ranjitha Kumar","2019-07-08 04:16:52.517+00","Virgin Hotels Chicago","203 North Wabash Avenue, Chicago","Chicago","United States","Illinois"
"🍕🥈","Lou Malnati's Pizzeria","10155200088205955","Ranjitha Kumar","2019-07-08 22:50:56.84+00","Lou Malnati's Pizzeria","439 North Wells Street, Chicago","Chicago","United States","Illinois"
"🇪🇸🥟🐓🥔😋","Manolo's Pizza & Empanadas","106173579224565293482","Kala Shivaramaiah","2019-07-09 19:45:03.69+00","Manolo's Pizza & Empanadas","1115 West Oregon Street, Urbana","Urbana","United States","Illinois"
"🍗🍕🦑👎😠","NAYA","106173579224565293482","Kala Shivaramaiah","2019-07-10 00:03:19.622+00","NAYA","212 East Green Street, Champaign","Champaign","United States","Illinois"
"🥯🌶️👍","Einstein Bros. Bagels","10155200088205955","Ranjitha Kumar","2019-07-11 19:00:37.868+00","Einstein Bros. Bagels","901 West University Avenue, Urbana","Urbana","United States","Illinois"
"🏐🌊😋👌","Marina Beach","BuwUXSWbNjTj3kKxwcsziytAtin1","Shruthi Kondin","2019-07-12 16:32:04.597+00","Marina Beach","","Chennai","India",""
"🥃🎟️🏆🏘️","Joe's Brewery","oCO1XnwTPub9pAXnMwOpAwQq65m1","Aayushi Gupta","2019-07-13 22:26:23.949+00","Joe's Brewery","706 South 5th Street, Champaign","Champaign","United States","Illinois"
"📝📔💻☀️😨","Illini Union","vZzHgozANGdfpQATwglsOHYXkU52","Liza Sivriver","2019-07-16 21:39:51.396+00","Illini Union","1401 West Green Street, Urbana","Urbana","United States","Illinois"
"🎦😂👏🎬","Roxie Theater","105856798281199967470","Sujay Khandekar","2019-07-17 04:42:48.23+00","Roxie Theater","Roxie Theater, 3117 16th Street, San Francisco","San Francisco","United States","California"
"🌶️🧀🥯😋","Einstein Bros. Bagels","106173579224565293482","Kala Shivaramaiah","2019-07-17 18:24:26.332+00","Einstein Bros. Bagels","901 West University Avenue, Urbana","Urbana","United States","Illinois"
"🦀🦞🇸🇬🍜🍲","Merlion Restaurant & Bar","10212391291791338","Jinda Han","2019-07-18 19:36:23.509+00","Merlion Restaurant & Bar","19628 Stevens Creek Boulevard, Cupertino","Cupertino","United States","California"
"🏃‍♂️🚶‍♂️⛰️💨⛅","Windy Hill Preserve","10212391291791338","Jinda Han","2019-07-20 16:39:29.529+00","Windy Hill Preserve","Portola Valley","Portola Valley","United States","California"
"🛍️🎳🌮💖","Express Avenue -Mall","BuwUXSWbNjTj3kKxwcsziytAtin1","Shruthi Kondin","2019-07-22 03:17:55.667+00","Express Avenue -Mall","2, Club House Road, Near to Clock Tower, Royapettah, Chennai","Chennai","India","Tamil Nadu"
"🍓🥣💪😋","Vitality Bowls Redwood City","10155200088205955","Ranjitha Kumar","2019-07-25 17:20:21.617+00","Vitality Bowls Redwood City","835 Middlefield Road c, Redwood City","Redwood City","United States","California"
"😷🤢🤧🤒😖","Carle Foundation Hospital","oCO1XnwTPub9pAXnMwOpAwQq65m1","Aayushi Gupta","2019-07-26 07:36:34.865+00","Carle Foundation Hospital","611 West Park Street, Urbana","Urbana","United States","Illinois"
"🐓🌮🧂🧂😖","Tacolicious","106173579224565293482","Kala Shivaramaiah","2019-07-26 20:52:04.043+00","Tacolicious","300 Santana Row, San Jose","San Jose","United States","California"
"🐟🌮👎","Tacolicious","10155200088205955","Ranjitha Kumar","2019-07-26 23:45:40.484+00","Tacolicious","300 Santana Row, San Jose","San Jose","United States","California"
"🚿🦷😬😃","Diane J Lew D.D.S.","106173579224565293482","Kala Shivaramaiah","2019-07-29 19:38:38.863+00","Diane J Lew D.D.S.","1565 Hollenbeck Avenue # 114, Sunnyvale","Sunnyvale","United States","California"
"🍟🍝🍦😋","Cream Centre Anna Nagar","BuwUXSWbNjTj3kKxwcsziytAtin1","Shruthi Kondin","2019-07-30 07:54:46.342+00","Cream Centre Anna Nagar","T10, 4th Main Road, Near Yes Supermarket, Anna Nagar West, Chennai","Chennai","India","Tamil Nadu"
"🥪🧁🍰🍪👍","Ck Bakery","BuwUXSWbNjTj3kKxwcsziytAtin1","Shruthi Kondin","2019-07-30 07:56:06.292+00","Ck Bakery","No 23, Ambal Nagar, Ekkatuthangal","Chennai","India","Tamil Nadu"
"☕💻📚☹️","Illini Union","oCO1XnwTPub9pAXnMwOpAwQq65m1","Aayushi Gupta","2019-07-31 18:15:19.004+00","Illini Union","1401 West Green Street, Urbana","Urbana","United States","Illinois"
"👨‍👩‍👧‍👧👨‍👩‍👦‍👦👨‍👩‍👧‍👦👨‍👩‍👦‍👦🙄","Cisco","106173579224565293482","Kala Shivaramaiah","2019-08-02 18:49:02.448+00","Cisco","Cisco","Emigrant Gap","United States","California"
"⏳⌛😒✈️","Chicago Midway International Airport","oCO1XnwTPub9pAXnMwOpAwQq65m1","Aayushi Gupta","2019-08-03 18:20:26.169+00","Chicago Midway International Airport","5700 South Cicero Avenue, Chicago","Chicago","United States","Illinois"
"😍🤗🥛🍵⚫","Pekoe","oCO1XnwTPub9pAXnMwOpAwQq65m1","Aayushi Gupta","2019-08-07 01:14:29+00","Pekoe","3276 South White Road, San Jose","San Jose","United States","California"
"🌊🌽🍧🎡","Elliot's Beach","BuwUXSWbNjTj3kKxwcsziytAtin1","Shruthi Kondin","2019-08-08 15:59:15.881+00","Elliot's Beach","","Chennai","India","Tamil Nadu"
"😋🌶️🍲🥩","Hi Pot","10212391291791338","Jinda Han","2019-08-09 09:37:52.706+00","Hi Pot","19066 Stevens Creek Boulevard, Cupertino","Cupertino","United States","California"
"👣☀️🌊🌉","Mile Rock Beach","oCO1XnwTPub9pAXnMwOpAwQq65m1","Aayushi Gupta","2019-08-13 23:22:28.835+00","Mile Rock Beach","Lands End Trail, San Francisco","San Francisco","United States","California"
"🛏️🚿👍","Anvil Hotel","10155200088205955","Ranjitha Kumar","2019-08-14 14:19:19.908+00","Anvil Hotel","215 North Cache Street, Jackson","Jackson","United States","Wyoming"
"⬆️🚋⬇️🚡🤩","Rendezvous Mountain","106173579224565293482","Kala Shivaramaiah","2019-08-18 14:50:16.509+00","Rendezvous Mountain","","Wilson","United States","Wyoming"
"🚡⛰️🚲😅","Rendezvous Mountain","105541935333594264230","usha shree","2019-08-18 21:28:16.145+00","Rendezvous Mountain","","Wilson","United States","Wyoming"
"🛌🙄🆗","Anvil Hotel","106173579224565293482","Kala Shivaramaiah","2019-08-18 21:51:58.826+00","Anvil Hotel","215 North Cache Street, Jackson","Jackson","United States","Wyoming"
"🏔️⛰️🏞️👌👌","Jackson Hole","106173579224565293482","Kala Shivaramaiah","2019-08-18 21:53:50.345+00","Jackson Hole","","Jackson","United States","Wyoming"
"🔭❌🦌🦌😅","Teton National Forest","Ybwj1wTN0rVKBHTbr4YbiK0JMyc2","Sampath Kumar","2019-08-21 01:40:26.627+00","Teton National Forest","","Jackson","United States","Wyoming"
"☕🥐👍","Sightglass Coffee","10155200088205955","Ranjitha Kumar","2019-08-22 01:03:09.287+00","Sightglass Coffee","270 7th Street, San Francisco","San Francisco","United States","California"
"👩🏽‍💻❌🔌❌📶","Sightglass Coffee","10155200088205955","Ranjitha Kumar","2019-08-22 01:03:57.322+00","Sightglass Coffee","270 7th Street, San Francisco","San Francisco","United States","California"
"👀⛔🦌😂😅","Teton National Forest","106173579224565293482","Kala Shivaramaiah","2019-08-22 15:11:17.872+00","Teton National Forest","","Jackson","United States","Wyoming"
"🥄🏠😋","Spoon House","v5peK8F0fWW8v9Bs7OlRGswpUxH3","Shawn Sui","2019-08-30 16:57:23.45+00","Spoon House","616 East Green Street, Champaign","Champaign","United States","Illinois"
"🏬🔙🍗🤤🤣","Motiv","106173579224565293482","Kala Shivaramaiah","2019-09-02 20:30:23.116+00","Motiv","1209 Pacific Ave, Santa Cruz","Santa Cruz","United States","California"
"🏖️👣💨🌊🤩","Half Moon Bay","106173579224565293482","Kala Shivaramaiah","2019-09-02 20:37:19.319+00","Half Moon Bay","Half Moon Bay","Half Moon Bay","United States","California"
"📝💻➕🎱","Illini Union","v5peK8F0fWW8v9Bs7OlRGswpUxH3","Shawn Sui","2019-09-03 06:48:40.386+00","Illini Union","1401 West Green Street, Urbana","Urbana","United States","Illinois"
"🐔🌮🌮🌮😋","Summer House Santa Monica","10155200088205955","Ranjitha Kumar","2019-09-05 21:11:46.078+00","Summer House Santa Monica","1954 North Halsted Street, Chicago","Chicago","United States","Illinois"
"🤧🥶📚☕","Illini Union","oCO1XnwTPub9pAXnMwOpAwQq65m1","Aayushi Gupta","2019-09-06 01:21:48.053+00","Illini Union","1401 West Green Street, Urbana","Urbana","United States","Illinois"
